-2.335057369990562685e-03,1.783311606276545775e-03,2.070741484887945669e-02,-1.400305394867911932e-03,3.536741213588935964e-03,1.649772906741004850e-03,-6.617205863903059685e-04,6.113280842329007233e-06,2.590909340484651505e-03,-7.046035596935568439e-04
-1.461439801442288543e-03,-5.941005510579889203e-04,-1.104644058482588892e-03,2.611271439052523236e-02,2.117788114473681516e-04,-3.454356020187038245e-04,1.314807834234034151e-04,-2.339207407394259652e-03,9.013758486418718859e-04,2.536126825266936478e-04
-2.497835891271503548e-03,-2.953525267424344201e-04,2.434835293582700289e-02,4.635667837014973471e-05,-2.088858312222069240e-03,5.821271573328934499e-04,1.152265204934071856e-03,1.773934476701468570e-04,-2.318358395312367006e-03,2.306337952788717273e-04
-1.012193228546397076e-03,-5.697068966380709840e-04,-3.423008445111311044e-03,-4.580258920613969526e-05,3.250336680594297870e-04,2.099490064838560599e-03,2.895092744542978463e-02,-2.401557043229188423e-04,-2.870024996352383076e-03,-3.486219703710949683e-04
-7.781848621952943421e-05,-3.659736136927302879e-05,-4.969346667271990403e-04,-2.323762216678842290e-04,-4.190995447339562405e-03,-5.306028381756177845e-03,3.177569676636024520e-02,1.796894836443869569e-04,2.183910012033745372e-03,3.378888997401402494e-04
7.926871972305027988e-04,-5.432470074807567483e-04,4.284980933950868764e-03,2.090004775726183987e-04,-3.903948407040440383e-03,3.997485465287190995e-03,1.455822402885805986e-02,8.092710145550931038e-05,4.531304130635281993e-03,4.486783713231959217e-04
-1.800621594068264539e-02,-4.008241036857955117e-03,-9.876720251971846457e-03,-1.094673410113457084e-03,-1.038790808635829503e-02,-3.647716244286427958e-03,-5.229928514393358211e-04,8.169281111642981430e-02,-4.635281684717122187e-04,-5.381221009785278758e-02
2.687612169006078910e-03,-1.073947640724150828e-03,-1.079623333993912256e-02,3.053463127899681481e-03,-1.806007481401321032e-03,-4.095879970919618328e-03,-4.296081439043893460e-03,-3.184470043885788415e-02,-7.781857230532801225e-05,2.037075632396823099e-02
-1.043876436803643174e-03,1.455413186086592509e-02,5.071417737763686019e-03,1.006598646246827967e-02,-1.362508715340125971e-02,1.596893952081712004e-02,-2.027402500383987047e-02,-4.677348609569914606e-02,-1.787547927434453635e-02,2.948740241508363003e-02
-2.349758583166150537e-04,2.354129186318375949e-02,-7.842087831177157456e-04,-9.577430770596211031e-04,1.231913328348813804e-04,6.003025243326976347e-04,-2.696190175389814110e-04,-5.264858322488897430e-04,-6.746365720851145095e-03,1.167897416687276632e-04
1.055062986022880199e-02,1.700113291249124442e-02,5.976153718216993364e-03,4.575135017623897793e-02,8.030154453256287128e-02,1.585088307174522537e-01,1.357817851254399140e-02,-2.921722479789966298e-03,1.844290352205899541e-01,6.018861894347488778e-02
-7.306143618313983533e-03,-1.130849587792044164e-03,-1.486017481154310472e-03,-8.396781819213624751e-03,-3.215355414397090029e-03,3.247673477774267597e-02,1.931667004242902663e-03,-6.914071100197110090e-04,-1.430938190464510137e-02,-7.186286959125885330e-04
-6.598468184173723883e-02,-2.835270240149253065e-02,-3.854334948103476516e-02,-5.499877429437593362e-02,-3.132087278530678448e-02,1.129362458687192539e-01,-6.330049269397262923e-02,1.070827179485731723e-01,2.007219400796046878e-04,-3.690065054305519121e-02
-9.395306302572702540e-05,3.139643054298942720e-02,-2.647062501857420469e-05,-2.094799107407751583e-03,-1.831536656373633704e-04,1.267317399473210434e-04,3.143499753214931735e-04,2.142534583657290496e-04,2.312408175415863105e-04,-6.612382600942187595e-05
-2.365935270832482797e-04,-9.504870238147563417e-04,-9.864171836817692968e-04,-1.003384973271071552e-03,3.958483992214514163e-03,4.941561758256612577e-03,-2.527161554343304974e-04,3.485327981860288776e-02,-2.379004407826095912e-03,-8.836940197494895163e-03
-4.455103342721037393e-04,-5.410486002325742567e-06,-3.345031137580946790e-04,-5.400236225709170636e-04,1.431931799776528340e-02,-1.772911341607682524e-03,-1.920430636746772160e-03,-9.685750927878030510e-05,-7.924455728646436544e-04,-1.332541905849497429e-02
4.252744338175572930e-02,-4.111898175430877406e-03,6.634698935467214613e-03,-1.721500943114835994e-02,-2.266915869051493952e-03,-7.308510166121746920e-02,4.194649642682403770e-03,-5.557813984491392044e-03,9.412125614136537116e-03,-8.431992695265279293e-04
